Applicant,PermitLocation,locationdesc,operation_time
Mike's Catering,2200 CESAR CHAVEZ ST,11:30am-11:40am,"{'Wednesday': ('11:00', '12:00'), 'Thursday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00'), 'Friday': ('11:00', '12:00'), 'Monday': ('11:00', '12:00')}"
Mike's Catering,2323 CESAR CHAVEZ ST,7:00am-7:30am,"{'Wednesday': ('07:00', '08:00'), 'Thursday': ('07:00', '08:00'), 'Friday': ('07:00', '08:00'), 'Monday': ('07:00', '08:00'), 'Tuesday': ('07:00', '08:00')}"
Mike's Catering,250 BROADWAY,"9:10am-9:20am, 1:25pm-1:30pm","{'Monday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Wednesday': ('13:00', '14:00'), 'Friday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00')}"
Mike's Catering,409 ILLINOIS ST,11:30am-12:30pm,"{'Wednesday': ('11:00', '13:00'), 'Monday': ('11:00', '13:00'), 'Tuesday': ('11:00', '13:00'), 'Friday': ('11:00', '13:00'), 'Thursday': ('11:00', '13:00')}"
Mike's Catering,435 23RD ST,9:45am-9:50am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Mike's Catering,435 CHINA BASIN ST,11:30am-12:30pm,"{'Wednesday': ('11:00', '13:00'), 'Monday': ('11:00', '13:00'), 'Tuesday': ('11:00', '13:00'), 'Friday': ('11:00', '13:00'), 'Thursday': ('11:00', '13:00')}"
Mike's Catering,860 BROADWAY,Setup at 850 Broadway. 12:00pm-12:15pm,"{'Saturday': ('09:00', '15:00'), 'Monday': ('07:00', '08:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('09:00', '11:00'), 'Wednesday': ('07:00', '08:00'), 'Tuesday': ('11:00', '13:00'), 'Sunday': ('09:00', '14:00')}"
Mike's Catering,Assessors Block 3788/Lot002,"Setup at 56 Stanford St. 9:00am-3:00pm (Sat), 9:30am-2:00pm (Sun)","{'Saturday': ('09:00', '15:00'), 'Monday': ('07:00', '08:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('09:00', '11:00'), 'Wednesday': ('07:00', '08:00'), 'Tuesday': ('11:00', '13:00'), 'Sunday': ('09:00', '14:00')}"
Mike's Catering,Assessors Block 4228/Lot080,Setup at 1345 Indiana St. 7:15am-7:30am,"{'Saturday': ('09:00', '15:00'), 'Monday': ('07:00', '08:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('09:00', '11:00'), 'Wednesday': ('07:00', '08:00'), 'Tuesday': ('11:00', '13:00'), 'Sunday': ('09:00', '14:00')}"
Mike's Catering,Assessors Block 8720/Lot009,"Setup at 325 China Basin St. 9:30am-10:30am, 11:30am-12:30pm","{'Saturday': ('09:00', '15:00'), 'Monday': ('07:00', '08:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('09:00', '11:00'), 'Wednesday': ('07:00', '08:00'), 'Tuesday': ('11:00', '13:00'), 'Sunday': ('09:00', '14:00')}"
Mike's Catering,Assessors Block 8722/Lot005,"Setup at 2 Terry A Francois Blvd. 9:45am-10:15am, 11:45am-12:15pm","{'Saturday': ('09:00', '15:00'), 'Monday': ('07:00', '08:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('09:00', '11:00'), 'Wednesday': ('07:00', '08:00'), 'Tuesday': ('11:00', '13:00'), 'Sunday': ('09:00', '14:00')}"
Mini Mobile Food Catering,147 FREMONT ST,Set-up at 151 Fremont St: 9:50am-10:00am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Mini Mobile Food Catering,1690 FOLSOM ST,8:50am-9am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Mini Mobile Food Catering,245 01ST ST,Set-up at 275 1st St: 10:25am-10:30am,"{'Thursday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Wednesday': ('10:00', '11:00')}"
Mini Mobile Food Catering,350 08TH ST,10:35am-10:40am,"{'Wednesday': ('10:00', '11:00'), 'Thursday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00')}"
Mini Mobile Food Catering,350 FREMONT ST,"9:45am-9:50am, 11:20am-11:40am","{'Wednesday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00'), 'Monday': ('11:00', '12:00')}"
Mini Mobile Food Catering,355 11TH ST,Set-up at 351 11th St: 9:35am-9:45am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Mini Mobile Food Catering,355 BERRY ST,"351-361 Berry St: 10am-10:10am, 12pm-12:10pm","{'Wednesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Thursday': ('12:00', '13:00'), 'Friday': ('10:00', '11:00')}"
Mini Mobile Food Catering,355 FREMONT ST,"355 Harrison St: 9:50am-10am, 11:50am-12pm","{'Wednesday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00'), 'Monday': ('11:00', '12:00')}"
Mini Mobile Food Catering,401 HARRISON ST,10:10am-10:20am,"{'Wednesday': ('10:00', '11:00'), 'Thursday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00')}"
Mini Mobile Food Catering,420 BERRY ST,9:20am-9:30am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Mini Mobile Food Catering,491 BAY SHORE BLVD,"Set-up at 240 Loomis St: 10:40am-11:05am, 12:05pm-12:10pm","{'Friday': ('10:00', '13:00'), 'Wednesday': ('10:00', '13:00'), 'Monday': ('10:00', '13:00'), 'Tuesday': ('10:00', '13:00'), 'Thursday': ('10:00', '13:00')}"
Mini Mobile Food Catering,620 MENDELL ST,Set-up at 600 Mendell St: 11:30am-1:30pm,"{'Saturday': ('11:00', '14:00')}"
Mini Mobile Food Catering,701 16TH ST,"10am-10:10am, 12:20pm-12:45pm","{'Wednesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Thursday': ('12:00', '13:00'), 'Friday': ('10:00', '11:00')}"
Mini Mobile Food Catering,Assessors Block 3905/Lot011,2502 Alameda St: 8:20am-8:30am,"{'Tuesday': ('08:00', '09:00'), 'Wednesday': ('06:00', '08:00'), 'Friday': ('06:00', '08:00'), 'Monday': ('06:00', '08:00'), 'Thursday': ('06:00', '08:00')}"
Mini Mobile Food Catering,Assessors Block 4341/Lot001,1605 Kansas St: 6:30am-7:25am,"{'Tuesday': ('08:00', '09:00'), 'Wednesday': ('06:00', '08:00'), 'Friday': ('06:00', '08:00'), 'Monday': ('06:00', '08:00'), 'Thursday': ('06:00', '08:00')}"
Mob Dog,720 MARKET ST,Pushcart located inf ront of 720 Market St.,"{'Thursday': ('08:00', '22:00'), 'Friday': ('08:00', '22:00'), 'Saturday': ('08:00', '22:00')}"
Munch A Bunch,1144 LARKIN ST,Set-up at 1180 Larkin St: 10:00am-10:15am,"{'Wednesday': ('10:00', '11:00'), 'Thursday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00')}"
Munch A Bunch,1345 TURK ST,10:00am-10:15am & 12:00pm-12:15pm,"{'Wednesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Thursday': ('12:00', '13:00'), 'Friday': ('10:00', '11:00')}"
Munch A Bunch,1525 BRYANT ST,10:25am-10:30am,"{'Thursday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Wednesday': ('10:00', '11:00')}"
Munch A Bunch,1850 MISSION ST,8:00am-3:30pm,"{'Sunday': ('08:00', '16:00'), 'Saturday': ('08:00', '16:00')}"
Munch A Bunch,2200 WEBSTER ST,10:30am-1:30am,"{'Tuesday': ('10:00', '14:00'), 'Friday': ('10:00', '14:00'), 'Monday': ('10:00', '14:00'), 'Wednesday': ('10:00', '14:00'), 'Thursday': ('10:00', '14:00')}"
Munch A Bunch,2222 17TH ST,5:30AM TO 6AM MON - FRI,"{'Monday': ('05:00', '06:00'), 'Thursday': ('05:00', '06:00'), 'Wednesday': ('05:00', '06:00'), 'Friday': ('05:00', '06:00'), 'Tuesday': ('05:00', '06:00')}"
Munch A Bunch,333 12TH ST,9:15am-9:30am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Munch A Bunch,355 07TH ST,8:40am-9:00am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Munch A Bunch,365 FULTON ST,10:00am-10:15am,"{'Wednesday': ('10:00', '11:00'), 'Thursday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00')}"
Munch A Bunch,400 PARNASSUS AVE,Set-up at 500 Parnassus Ave - 7:00am-8:00am M-F,"{'Wednesday': ('07:00', '08:00'), 'Thursday': ('07:00', '08:00'), 'Friday': ('07:00', '08:00'), 'Monday': ('07:00', '08:00'), 'Tuesday': ('07:00', '08:00')}"
Munch India,400 CALIFORNIA ST,Truck located on California St in parking meter #04140,"{'Monday': ('09:00', '15:00'), 'Friday': ('09:00', '15:00')}"
"Off the Grid Services, LLC",185 BERRY ST,Located 200LF SW of the 3rd St and Berry St intersection,"{'Saturday': ('11:00', '16:00'), 'Sunday': ('10:00', '18:00'), 'Thursday': ('16:00', '20:00')}"
"Off the Grid Services, LLC",250 04TH ST,In front of 250 4th Street entrance way,"{'Wednesday': ('10:00', '16:00'), 'Monday': ('10:00', '16:00')}"
"Off the Grid Services, LLC",340 BRANNAN ST,3 Trucks located on Brannan Street & 2 Trucks located on Center Street (starting at where the sidewalk changes to 13feet) at the intersection of Brannan St & Center St.,"{'Thursday': ('08:00', '15:00'), 'Tuesday': ('08:00', '15:00')}"
"Off the Grid Services, LLC",670 05TH ST,4 Various trucks located on the 5th St frontage,"{'Monday': ('08:00', '15:00'), 'Wednesday': ('08:00', '15:00'), 'Friday': ('08:00', '15:00')}"
"Off the Grid Services, LLC",90 BROADWAY,5 LF south from the SE corner of Front and Vallejo Streets,"{'Monday': ('10:00', '15:00'), 'Friday': ('10:00', '15:00'), 'Wednesday': ('10:00', '15:00')}"
"Off the Grid Services, LLC",Assessors Block /Lot,Trucks Located on west side of Davis St from Jackson to Broadway,"{'Tuesday': ('10:00', '15:00'), 'Friday': ('10:00', '15:00'), 'Thursday': ('10:00', '15:00')}"
Paradise Catering,19 CLEMENTINA ST,9:45am-9:50am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Paradise Catering,575 HARRISON ST,9:20am-9:30am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Park's Catering,10 LOOMIS ST,8:15am-8:20am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Park's Catering,1000 EVANS AVE,11:30am-11:40am,"{'Wednesday': ('11:00', '12:00'), 'Thursday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00'), 'Friday': ('11:00', '12:00'), 'Monday': ('11:00', '12:00')}"
Park's Catering,1200 MISSISSIPPI ST,5:30am-6:00am,"{'Monday': ('05:00', '06:00'), 'Thursday': ('05:00', '06:00'), 'Wednesday': ('05:00', '06:00'), 'Friday': ('05:00', '06:00'), 'Tuesday': ('05:00', '06:00')}"
Park's Catering,1555 BURKE AVE,8:55am-9:10am,"{'Friday': ('08:00', '10:00'), 'Tuesday': ('08:00', '10:00'), 'Wednesday': ('08:00', '10:00'), 'Thursday': ('08:00', '10:00'), 'Monday': ('08:00', '10:00')}"
Park's Catering,1570 BURKE AVE,"7:15am-7:20am, 10:00am-10:05am, 12:15pm-12:20pm (all M-F)","{'Wednesday': ('10:00', '11:00'), 'Monday': ('07:00', '08:00'), 'Tuesday': ('07:00', '08:00'), 'Thursday': ('12:00', '13:00'), 'Friday': ('10:00', '11:00')}"
Park's Catering,1575 BURKE AVE,"1575 BURKE - 7:25am-7:30am, 12:25pm-12:30pm. 1585 BURKE 9:55am-10:00am","{'Wednesday': ('07:00', '08:00'), 'Monday': ('07:00', '08:00'), 'Tuesday': ('07:00', '08:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Park's Catering,1650 DAVIDSON AVE,8:35am-8:40am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Park's Catering,1801 EVANS AVE,7:40am-7:55am,"{'Wednesday': ('07:00', '08:00'), 'Thursday': ('07:00', '08:00'), 'Friday': ('07:00', '08:00'), 'Monday': ('07:00', '08:00'), 'Tuesday': ('07:00', '08:00')}"
Park's Catering,190 NAPOLEON ST,9:45am-9:50am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Park's Catering,2020 EVANS AVE,8:25am-8:30am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Park's Catering,220 NEWHALL ST,9:25am-9:30am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Park's Catering,220 RANKIN ST,"8:45am-8:50am, 12:40pm-12:50pm (all M-F)","{'Wednesday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Friday': ('12:00', '13:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('12:00', '13:00')}"
Park's Catering,2323 CESAR CHAVEZ ST,6:40am-7:10am,"{'Tuesday': ('06:00', '08:00'), 'Friday': ('06:00', '08:00'), 'Monday': ('06:00', '08:00'), 'Wednesday': ('06:00', '08:00'), 'Thursday': ('06:00', '08:00')}"
Park's Catering,250 NAPOLEON ST,8:00am-8:10am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Park's Catering,2525 MARIN ST,10:15am-10:20am,"{'Thursday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Wednesday': ('10:00', '11:00')}"
Park's Catering,300 NEWHALL ST,10:45am-11:00am,"{'Wednesday': ('10:00', '11:00'), 'Thursday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00')}"
Park's Catering,330 NEWHALL ST,9:10am-9:15am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Park's Catering,3450 03RD ST,10:25am-10:30am,"{'Thursday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Wednesday': ('10:00', '11:00')}"
Park's Catering,3801 03RD ST,9:35am-9:40am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Park's Catering,525 PHELPS ST,10:35am-10:40am,"{'Thursday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00'), 'Tuesday': ('10:00', '11:00'), 'Monday': ('10:00', '11:00'), 'Wednesday': ('10:00', '11:00')}"
Park's Catering,Assessors Block 4644/Lot008,"Setup at 780 Innes Ave. 6:20am-6:30am, 10:10am-10:15am, 11:50am-12:00pm (all M-F)","{'Thursday': ('10:00', '11:00'), 'Wednesday': ('06:00', '07:00'), 'Friday': ('10:00', '11:00'), 'Monday': ('11:00', '12:00'), 'Tuesday': ('10:00', '11:00')}"
Park's Catering,Assessors Block 4645/Lot015,Setup at 894 Innes Ave. 11:45am-11:50am,"{'Thursday': ('11:00', '12:00'), 'Wednesday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00'), 'Monday': ('11:00', '12:00'), 'Tuesday': ('10:00', '11:00')}"
Park's Catering,Assessors Block 4755/Lot049,"Setup at 800 Fitch St (NWC of Arelius & Quesada). 6:10am-6:20am, 10:05am-10:10am","{'Thursday': ('11:00', '12:00'), 'Wednesday': ('10:00', '11:00'), 'Friday': ('10:00', '11:00'), 'Monday': ('11:00', '12:00'), 'Tuesday': ('10:00', '11:00')}"
Philz Coffee Truck,15 MARINA BLVD,On South Side of Marina Blvd. approximately 205' from Laguna St. Intersection,"{'Sunday': ('06:00', '20:00'), 'Saturday': ('06:00', '20:00')}"
Philz Coffee Truck,250 PINE ST,On North side of Pine Street approximately 49 feet from the Sansome Street intersection.,"{'Wednesday': ('06:00', '15:00'), 'Monday': ('06:00', '15:00'), 'Friday': ('06:00', '15:00')}"
Philz Coffee Truck,401 CALIFORNIA ST,On Sansome frontage approximately 40ft from California St. intersection,"{'Wednesday': ('06:00', '15:00'), 'Tuesday': ('06:00', '15:00'), 'Thursday': ('06:00', '15:00')}"
Philz Coffee Truck,556 SUTTER ST,Approximately 300' from Powell St. Intersection,"{'Thursday': ('06:00', '16:00'), 'Saturday': ('06:00', '16:00'), 'Friday': ('06:00', '16:00')}"
Philz Coffee Truck,735 MONTGOMERY ST,On Montgomery St. approximately 87' from Jackson St. intersection,"{'Monday': ('06:00', '18:00'), 'Wednesday': ('06:00', '18:00'), 'Tuesday': ('06:00', '18:00')}"
Plaza Garibaldy,1 MONTGOMERY ST,Truck located on the West side of Montgomery St approximately 54 linear feet North of the Montgomery St and Post St intersection.,"{'Monday': ('10:00', '15:00'), 'Friday': ('10:00', '15:00'), 'Wednesday': ('10:00', '15:00')}"
Plaza Garibaldy,475 CALIFORNIA ST,Food Truck located on the south side of California st approximately 24 ft from the intersection of Montgomery and California St fronting the US Bank ( 475 California St ),"{'Tuesday': ('10:00', '15:00'), 'Saturday': ('10:00', '15:00'), 'Thursday': ('10:00', '15:00')}"
Plaza Garibaldy,540 HOWARD ST,Truck located on the North side of Howard St approximately 69 linear feet East of the Howard St and 2nd St intersection.,"{'Tuesday': ('15:00', '20:00'), 'Wednesday': ('15:00', '20:00'), 'Monday': ('15:00', '20:00')}"
Quan Catering,1301 CESAR CHAVEZ ST,9:40am-9:45am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Quan Catering,151 EXECUTIVE PARK BLVD,"9:45am-9:50am, 11:50am-11:55am","{'Wednesday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00'), 'Monday': ('11:00', '12:00')}"
Quan Catering,201 ALABAMA ST,8:45am-8:50am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Quan Catering,2111 LANE ST,8:10am-8:25am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Quan Catering,2190 CESAR CHAVEZ ST,8:30am-8:35am,"{'Wednesday': ('08:00', '09:00'), 'Friday': ('08:00', '09:00'), 'Monday': ('08:00', '09:00'), 'Tuesday': ('08:00', '09:00'), 'Thursday': ('08:00', '09:00')}"
Quan Catering,222 02ND ST,"10:05am-10:10am, 11:30am-11:40am","{'Friday': ('10:00', '12:00'), 'Tuesday': ('10:00', '12:00'), 'Wednesday': ('10:00', '12:00'), 'Thursday': ('10:00', '12:00'), 'Monday': ('10:00', '12:00')}"
Quan Catering,2555 BAY SHORE BLVD,9:35am-9:40am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Quan Catering,2920 03RD ST,9:20am-9:25am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Quan Catering,3305 03RD ST,"Set-up at 696 Amador St: 7:00am-8:00am, 10:20am-10:30am, 11:40am-11:50am","{'Friday': ('07:00', '08:00'), 'Tuesday': ('07:00', '08:00'), 'Wednesday': ('07:00', '08:00'), 'Thursday': ('07:00', '08:00'), 'Monday': ('07:00', '08:00')}"
Quan Catering,3433 03RD ST,"Set-up at 3451 3rd St: 8:00am-8:10am, 11:00am-11:05am","{'Wednesday': ('08:00', '09:00'), 'Friday': ('11:00', '12:00'), 'Thursday': ('08:00', '09:00'), 'Monday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00')}"
Quan Catering,400 BEALE ST,Set-up at 430 Beale St: 11:55am-12:00pm,"{'Wednesday': ('11:00', '12:00'), 'Thursday': ('11:00', '12:00'), 'Tuesday': ('11:00', '12:00'), 'Friday': ('11:00', '12:00'), 'Monday': ('11:00', '12:00')}"
Quan Catering,50 CALIFORNIA ST,12:15pm-1:00pm,"{'Wednesday': ('12:00', '13:00'), 'Monday': ('12:00', '13:00'), 'Tuesday': ('12:00', '13:00'), 'Friday': ('12:00', '13:00'), 'Thursday': ('12:00', '13:00')}"
Quan Catering,500 SELBY ST,"8:35am-8:40am, 11:05-11:10am","{'Friday': ('11:00', '12:00'), 'Wednesday': ('08:00', '08:00'), 'Thursday': ('11:00', '12:00'), 'Tuesday': ('08:00', '08:00'), 'Monday': ('08:00', '08:00')}"
Quan Catering,645 BRYANT ST,9:25am-9:30am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Quan Catering,722 BRANNAN ST,9:10am-9:20am,"{'Wednesday': ('09:00', '10:00'), 'Tuesday': ('09:00', '10:00'), 'Monday': ('09:00', '10:00'), 'Thursday': ('09:00', '10:00'), 'Friday': ('09:00', '10:00')}"
Reecees Soulicious,201 BAY SHORE BLVD,Truck (Trailer) located on Bayshore,"{'Tuesday': ('07:00', '19:00'), 'Wednesday': ('07:00', '19:00'), 'Monday': ('07:00', '19:00')}"
Reecees Soulicious,4705 03RD ST,Truck (Trailer) located on 3rd Street.,"{'Thursday': ('07:00', '19:00'), 'Friday': ('07:00', '19:00'), 'Saturday': ('07:00', '19:00')}"
Rita's Catering,1028 MISSION ST,Truck located in front of 1028 Mission St.,"{'Wednesday': ('07:00', '15:00'), 'Friday': ('07:00', '15:00'), 'Monday': ('07:00', '15:00')}"
Roadside Rotisserie Corporation / Country Grill,1 BUSH ST,Truck located on south side of Bush Street approximately 35' from Sansome Street intersection.,"{'Monday': ('09:00', '15:00'), 'Wednesday': ('09:00', '15:00'), 'Friday': ('09:00', '15:00')}"
Roadside Rotisserie Corporation / Country Grill,1 POST ST,"Truck located on south side of Post St, approx. 121 ft west of Montgomery St","{'Thursday': ('18:00', '20:00'), 'Tuesday': ('18:00', '20:00'), 'Friday': ('18:00', '20:00')}"
Roadside Rotisserie Corporation / Country Grill,225 BATTERY ST,Mobile Food Facility on the west side of Battery approximately 30 ft north of the intersection of Battery and California,"{'Monday': ('09:00', '15:00'), 'Wednesday': ('09:00', '15:00'), 'Friday': ('09:00', '15:00')}"
Roadside Rotisserie Corporation / Country Grill,333 BRANNAN ST,Mobile Food truck on the south side of Brannan St approximately 149 ft west of Stanford St.,"{'Monday': ('09:00', '18:00'), 'Thursday': ('09:00', '18:00'), 'Tuesday': ('09:00', '18:00')}"
Roadside Rotisserie Corporation / Country Grill,451 MONTGOMERY ST,Mobile Food Facility on the west side of Montgomery approximately 33 ft south of the intersection of Sacramento and Montgomery fronting Citi Bank,"{'Monday': ('09:00', '15:00'), 'Wednesday': ('09:00', '15:00'), 'Friday': ('09:00', '15:00')}"
Roadside Rotisserie Corporation / Country Grill,90 BROADWAY,Truck located on East side of Front Street approximately 20' from Vallejo St. intersection.,"{'Wednesday': ('10:00', '14:00'), 'Friday': ('10:00', '14:00'), 'Monday': ('10:00', '14:00')}"
Ruru Juice LLC,601 MISSION ST,Truck & trailer located on 2nd Street approximately 75 feet south of the Mission St. and 2nd St intersection.,"{'Friday': ('09:00', '13:00'), 'Tuesday': ('09:00', '13:00'), 'Thursday': ('09:00', '13:00')}"
Ruru Juice LLC,80 SUTTER ST,Truck & trailer located on Sutter St. approximately 120 feet east of the Sutter St. and Montgomery St. intersection.,"{'Friday': ('09:00', '13:00'), 'Monday': ('09:00', '13:00'), 'Wednesday': ('09:00', '13:00')}"
SF Cart Project,535 MISSION BAY BLVD SOUTH,"535 Mission Bay Blvd South: 1 Truck located on the south side of Mission Bay Blvd South between 3rd St and 4th St, approximately 80 linear feet east of the 4th St and Mission Bay Blvd South intersection. 6 Trucks located in the first 6 parking spaces on the east side of 4th Street between Mission Bay Blvd South and Nelson Rising Lane, just south of the 4th Street and Mission Bay Blvd South intersection.","{'Friday': ('10:00', '15:00'), 'Monday': ('10:00', '15:00'), 'Wednesday': ('10:00', '15:00'), 'Thursday': ('10:00', '15:00'), 'Tuesday': ('10:00', '15:00')}"
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",100 GEARY ST,"Northwest Corner of Grant & Geary St, on Geary","{'Sunday': ('06:00', '23:59'), 'Friday': ('06:00', '23:59'), 'Tuesday': ('06:00', '23:59'), 'Thursday': ('06:00', '23:59'), 'Wednesday': ('06:00', '23:59'), 'Saturday': ('06:00', '23:59'), 'Monday': ('06:00', '23:59')}"
